Index,PartNumber_TLN_BOM,PartNumber_BOM_BOM,Match,Component,Description,End of Prod,Status,Life__Years,EOSL,flag_raise_in_gp,Remark
999,,CKBP0164,exact,MoldedBreaker,"3P,400AF\400AT,35KA@480VAC,100%,LSI",,Active,14,,TRUE,Molded Breaker
1000,,CKBP0170,exact,MoldedBreaker,"3P,1600A,65K@480V,SQD,100%,LSI,BB  ",,Active,14,,TRUE,Molded Breaker
1001,,CKBP0205,exact,MoldedBreaker,"SWITCH3P,600AMP,100KAIC@600VAC     ",,Active,14,,TRUE,Molded Breaker
1002,,CKBP0205T,exact,MoldedBreaker,"SWITCH3P,600AMP,100KAIC@600VAC,NETA",,Active,14,,TRUE,Molded Breaker
1003,,CKBP0351,exact,MoldedBreaker,"CB3Pole,400AF\400AT,100%,LSI,Kframe",,Active,14,,TRUE,Molded Breaker
1004,,CKBP0352,exact,MoldedBreaker,"CB3Pole,400AF\250AT,100%,LSI,Kframe",,Active,14,,TRUE,Molded Breaker
1005,,CKBP0473,exact,MoldedBreaker,"3P600A,80%,35KAIC@480,EATONPDG3,LSI",,Active,14,,TRUE,Molded Breaker
1006,,CKBP0507,exact,MoldedBreaker,"3P600VAC,1200AF\800AT,50KA@600V,80%",,Active,14,,TRUE,Molded Breaker
1007,,CKBP0507T,exact,MoldedBreaker,"3P600VAC,1200AF\800AT,50KA@600V,80%",,Active,14,,TRUE,Molded Breaker
1008,,CKBP0592,exact,MoldedBreaker,"3P,400A,65KAIC,240V,ETN,100%,LUG,TM",,Active,14,,TRUE,Molded Breaker
1009,,CKBP0597,exact,MoldedBreaker,"PDG3,3P,600A,35KA/480V,FRAME ONLY  ",,Active,14,,TRUE,Molded Breaker
1010,,984-00011-46,exact,MoldedBreaker,CB 250A SQD DGP36250E20,2014,Obsoleted,14,,FALSE,SQD Obsoleted
1011,,984-00011-85,exact,MoldedBreaker,CB 250A SQRD DGL36250E20,2014,Obsoleted,14,,FALSE,SQD Obsoleted
1012,,CKB10206,exact,MoldedBreaker,"SQD-DLL,3P,600A,600V,100KAIC,",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1013,,CKB10206,exact,MoldedBreaker,"SQD-DLL,3P,600A,600V,100KAIC,",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1014,,CKB11195,exact,MoldedBreaker,"SQD-DJL,3P,400A,600V,65KA,MCS,120V",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1015,,CKB11389T,exact,MoldedBreaker,"SQD-JDL,3P,225A,480V,18kAIC,W/AUX",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1016,,CKB11416T,exact,MoldedBreaker,"SQD-JDL,3P,225A,480V,18kAIC",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1017,,CKB12224,exact,MoldedBreaker,"SQD-DJL,3P,600A,480V,65KA,MCS,120V",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1018,,CKB12247,exact,MoldedBreaker,"SQD-DJN,3P,400A MCSW,AUX/24v SHUNT",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1019,,CKB12247T,exact,MoldedBreaker,"SQD-DJN,3P,400A MCSW,AUX/24v SHUNT",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1020,,CKB12248,exact,MoldedBreaker,"SQD-DJN, 400A, 3P, MCSW, W/AUX",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1021,,CKB12248T,exact,MoldedBreaker,"SQD-DJN, 400A, 3P, MCSW, W/AUX",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1022,,CKB12249,exact,MoldedBreaker,"SQD-DJN,600A,3P,MCSW,AUX/24v SHUNT",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1023,,CKB12249T,exact,MoldedBreaker,"SQD-DJN,600A,3P,MCSW,AUX/24v SHUNT",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1024,,CKB12250,exact,MoldedBreaker,"SQD-DJN, 3P, 600A, MCSW, AUX",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1025,,CKB12250T,exact,MoldedBreaker,"SQD-DJN, 3P, 600A, MCSW, AUX",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1026,,CKB12695,exact,MoldedBreaker,QDL32200 200AMP SUBFEED BREAKER,2014,Obsoleted,14,,FALSE,SQD Obsoleted
1027,,CKB12904,exact,MoldedBreaker,"SQD,DGA,MCCB,250A,480V,100%,LS TRIP",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1028,,CKB13362,exact,MoldedBreaker,"SQD-DJL,3P,600A,MCSW,120V ST/AUX",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1029,,CKB13955T,exact,MoldedBreaker,"SQD,JDL,3P,250A,100% RATED,LI TRIP",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1030,,CKB15302,exact,MoldedBreaker,"SQD-JDL,3P,225A,480V,18kAIC,W/ST",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1031,,CKB17988,exact,MoldedBreaker,"SQD-LDL,3P,600V,400AF,LSI,18K",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1032,,CKB18406,exact,MoldedBreaker,"SQD-HDL,3P,150AF,480V,18K,LI TRIP",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1033,,CKB18746,exact,MoldedBreaker,"SQD,HDL,3P,480V,100AF,LSI,14K,",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1034,,CKB19976,exact,MoldedBreaker,"SQD-JDL,3P,250AF,480V,18KAIC,LSI,MC",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1035,,D=CKB11938,exact,MoldedBreaker,"SQD-DGL,3P,600V,400AF,LS,18KAIC",2014,Obsoleted,14,,FALSE,SQD Obsoleted
1036,,TVS06934,exact,SPD,TS100-208Y                         ,,Active,7,,TRUE,
1037,,TVS06937,exact,SPD,TS120-E-208Y                       ,,Active,7,,TRUE,
1038,,TVS07000,exact,SPD,TS400-P-480Y                       ,,Active,7,,TRUE,
1039,,TVS11146,exact,SPD,"TVSS, 225kA, 208/120               ",,Active,7,,TRUE,
1040,,TVS11192,exact,SPD,"MOV,200kA,120/208V,3Y",,Active,7,,TRUE,
1041,,TVS11388,exact,SPD,"MOV,200kA,480V,3D",2022,Obsoleted,7,,FALSE,
1042,,TVS12262,exact,SPD,"MOV,100kA,120/208V,3Y",,Active,7,,TRUE,
1043,,TVS13386,exact,SPD,"MOV,200kA,277/480V,3Y",,Active,7,,TRUE,
1044,,TVS13388,exact,SPD,"TVSS,RAYCAP,MODEL-AM7100-V-3WG-07  ",,Active,7,,TRUE,
1045,,TVS13720,exact,SPD,"150KA,220/380V,3Y",,Active,7,,TRUE,
1046,,TVS13798,exact,SPD,"MOV,100kA,277/480V,3Y",,Active,7,,TRUE,
1047,,TVS16686,exact,SPD,"MOV,70kA,480/600V,3P",,Active,7,,TRUE,
1048,,TVS16870,exact,SPD,"SPD, 208/120V, 70kA, TYPE 2        ",,Active,7,,TRUE,
1049,,TVS30375,exact,SPD,"SURGE, 208/120V, 3PH WYE, 50KA, MON",,Active,7,,TRUE,
1050,,TVS56396,exact,SPD,"MOV,40kA,600Y/347V,3P",,Active,7,,TRUE,
1051,,TVS57297,exact,SPD,"MOV,200KA,120/208V,3Y",,Active,7,,TRUE,
1052,,TVS57298,exact,SPD,"MOV,100KA,120/208V,3Y",,Active,7,,TRUE,
1053,,TVS57299,exact,SPD,"MOV,100kA,277/480V,3Y",,Active,7,,TRUE,
1054,,TVS57300,exact,SPD,"MOV,200kA,480V,3D",,Active,7,,TRUE,
1055,,TVS57875,exact,SPD,"TVSS,AC DIST MOD,(8)15A/125V",,Active,7,,TRUE,
1056,,TVS57876,exact,SPD,"MOV,200kA, 277/480V,3Y,TYPE-II     ",,Active,7,,TRUE,
1057,,TVS66368,exact,SPD,"MOV,600V,100KA,3D,SQD              ",,Active,7,,TRUE,
1058,,TVS66478,exact,SPD,"TVSS 208, 4W+G, 100KA, 3Y, MERSEN  ",,Active,7,,TRUE,
1059,,TVS66479,exact,SPD,"TVSS 208, 4W+G, 200KA, 3Y, MERSEN  ",,Active,7,,TRUE,
1060,,TVS66481,exact,SPD,"TVSS 480, 3W+G, 100KA, 3D, MERSEN  ",,Active,7,,TRUE,
1061,,TVS66482,exact,SPD,"TVSS 480, 3W+G, 200KA, 3D, MERSEN  ",,Active,7,,TRUE,
1062,,TVS66483,exact,SPD,"TVSS 480, 4W+G, 100KA, 3Y, MERSEN  ",,Active,7,,TRUE,
1063,,TVS66484,exact,SPD,"TVSS 480, 4W+G, 200KA, 3Y, MERSEN  ",,Active,7,,TRUE,
1064,,TVS67761,exact,SPD,"MOV,380/220,100KA,3Y, MERSEN       ",,Active,7,,TRUE,
1065,,TVS69566,exact,SPD,"TVSS 600, 3W+G, 100KA, 3D, MERSEN",,Active,7,,TRUE,
1066,,TVS69838,exact,SPD,"TVSS 480, 3W+G, 240KA, 3D, SQ-D",,Active,7,,TRUE,
1067,,TVS71794,exact,SPD,"TVSS 4W+G,100KA,208Y,NONC",,Active,7,,TRUE,
1068,,TVS71795,exact,SPD,"TVSS 4W+G,100KA,408Y,NONC",,Active,7,,TRUE,
1069,,TVS71798,exact,SPD,"TVSS 3W+G,100KA,480D,NONC",,Active,7,,TRUE,
1070,,TVS71801,exact,SPD,"TVSS 4W+G,100KA,480Y,NONC,ALARM,EMI",,Active,7,,TRUE,
1071,,TVS71803,exact,SPD,"TVSS 3W+G,100KA,240D,NONC,ALARM,EMI",,Active,7,,TRUE,
1072,,TVS71804,exact,SPD,"TVSS 3W+G,100KA,480D,NONC,ALARM,EMI",,Active,7,,TRUE,
1073,,TVS71805,exact,SPD,"TVSS 3W+G,100KA,600D,NONC,ALARM,EMI",,Active,7,,TRUE,
1074,,TVS71810,exact,SPD,"TVSS 3W+G,200KA,480D,NONC",,Active,7,,TRUE,
1075,,TVS71811,exact,SPD,"TVSS 3W+G,200KA,600D,NONC, EATON   ",,Active,7,,TRUE,
1076,,TVS71816,exact,SPD,"TVSS 3W+G,200KA,480D,NONC,ALARM,EMI",,Active,7,,TRUE,
1077,,TVS73639,exact,SPD,"TVSS 240, 3W+G, 100KA, 3D, MERSEN  ",,Active,7,,TRUE,
1078,,TVSA72618,exact,SPD,QVR T2 3N 40-320 PTSU SPD          ,,Active,7,,TRUE,
